filename,source,suggested_label,min_centroid_distance_norm,final_label,flagged_for_review
F0131578-Two_children_playing_with_coins_jpg.rf.f0444a8613d4a2a13fb8179130bba91e.jpg,cooccurrence,safe,0.3847,unsafe,false
F0131581-A_child_playing_with_coins_jpg.rf.d14ef8e548bf4cc21fb0bb4bddbd5326.jpg,cooccurrence,safe,0.2899,unsafe,false
F0131581-A_child_playing_with_coins_jpg.rf.da7d9bc0c573ba3b52dd2ba135ca00c1.jpg,cooccurrence,safe,0.2899,unsafe,false
F0131581-A_child_playing_with_coins_jpg.rf.feb0b4e7082361be93832606ce37507f.jpg,cooccurrence,safe,0.2899,unsafe,false
F073C659-DD09-49A2-BEA7-2D9E41669B61_png.rf.4980df95f3c0b8cb9db152ac0e02a9a3.jpg,cooccurrence,safe,0.2147,unsafe,false
F073C659-DD09-49A2-BEA7-2D9E41669B61_png.rf.b061835c37272d570d076e688892480a.jpg,cooccurrence,safe,0.2147,unsafe,false
F073C659-DD09-49A2-BEA7-2D9E41669B61_png.rf.edababe8c36ef5a18c8332b7fe6c997d.jpg,cooccurrence,safe,0.2147,unsafe,false
FAA7E45A-D3A6-4EE5-89B7-84162B7FF4D0_png.rf.73605efc2f5bf95eeba31d31b018d564.jpg,cooccurrence,safe,0.2454,unsafe,false
FAA7E45A-D3A6-4EE5-89B7-84162B7FF4D0_png.rf.a6207caae7eee8e858050b4e8b7e6553.jpg,cooccurrence,safe,0.2454,unsafe,false
FAA7E45A-D3A6-4EE5-89B7-84162B7FF4D0_png.rf.d3717dcbc0e8c7059deb65a123c5a28e.jpg,cooccurrence,safe,0.2454,unsafe,false
HARVEY_2-scaled-e1622796406339_jpg.rf.8f7bb82bb29acc1373fd8ee01db1eec0.jpg,cooccurrence,safe,0.2039,unsafe,false
HARVEY_2-scaled-e1622796406339_jpg.rf.f750ee6cf821ce0c91c971f2e5763ead.jpg,cooccurrence,safe,0.2039,unsafe,false
HARVEY_2-scaled-e1622796406339_jpg.rf.f85e90c00916537f771001b681d1640e.jpg,cooccurrence,safe,0.2039,unsafe,false
HEATHER_KIDSKITCHEN_WEB-5-2048x1367_jpg.rf.6b207bf9fa822a3d2d879e5ad4384fb7.jpg,cooccurrence,safe,0.2526,unsafe,false
HEATHER_KIDSKITCHEN_WEB-5-2048x1367_jpg.rf.73fb234ddb65d4437e95ddab388650d7.jpg,cooccurrence,safe,0.2526,unsafe,false
HEATHER_KIDSKITCHEN_WEB-5-2048x1367_jpg.rf.e37194b87f47a870d7105267f8bb6959.jpg,cooccurrence,safe,0.2526,unsafe,false
IMG_9673-2-scaled_jpg.rf.08f5893b2f56abf0b82ea01a5f5f28d9.jpg,cooccurrence,safe,0.2231,unsafe,false
IMG_9673-2-scaled_jpg.rf.daada86b4ac532c71310652d09a01dc6.jpg,cooccurrence,safe,0.2231,unsafe,false
IMG_9673-2-scaled_jpg.rf.ef49590e7474feb44b104d79a294c414.jpg,cooccurrence,safe,0.2231,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_15-PM-1-_jpeg.rf.2e358665ae780f732f350fa5519d9671.jpg,cooccurrence,safe,0.2782,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_15-PM-1-_jpeg.rf.b8467e25afebd11c0538da03bdbfeb96.jpg,cooccurrence,safe,0.2782,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_15-PM-1-_jpeg.rf.d71ceef5652fb82415bc4dfbfd2c0591.jpg,cooccurrence,safe,0.2782,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_15-PM_jpeg.rf.1bda012a30adbd41c5b247b3c5a4b378.jpg,cooccurrence,safe,0.3161,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_15-PM_jpeg.rf.78b5deb014b40228092c8df2171b2c8c.jpg,cooccurrence,safe,0.3161,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_15-PM_jpeg.rf.7d9b6b1543c95cf3b11cff4ba060cf8a.jpg,cooccurrence,safe,0.3161,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_16-PM-1-_jpeg.rf.007b41f2dcbf22647f97387ce1c9562d.jpg,cooccurrence,safe,0.3346,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_16-PM-1-_jpeg.rf.0c63fc454623e198760f73eb6b4f67de.jpg,cooccurrence,safe,0.3346,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_16-PM-1-_jpeg.rf.614cbb624b5660d61caf2b71c4197ac0.jpg,cooccurrence,safe,0.3346,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_16-PM_jpeg.rf.1279a529612df28071fab4afa4b38434.jpg,cooccurrence,safe,0.3241,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_16-PM_jpeg.rf.405db2d5574016d6a9d90da038f917bb.jpg,cooccurrence,safe,0.3241,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_16-PM_jpeg.rf.9549da9d561236d401990b089d36ab27.jpg,cooccurrence,safe,0.3241,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_17-PM-1-_jpeg.rf.33af1ea3447323e6b5664e5dea50040d.jpg,cooccurrence,safe,0.3103,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_17-PM-1-_jpeg.rf.8042ce279588645883a337d8c84f6530.jpg,cooccurrence,safe,0.3103,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_17-PM-1-_jpeg.rf.b66826a4c6c1981d74bacad5cb80deca.jpg,cooccurrence,safe,0.3103,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_17-PM_jpeg.rf.0eb393bcff94c02c6b21e8c2d517b8f5.jpg,cooccurrence,safe,0.2696,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_17-PM_jpeg.rf.4995daba27ebf0c9464fc22ad208739b.jpg,cooccurrence,safe,0.2696,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_17-PM_jpeg.rf.7b0cf75456bad0d34d63e46a7cf67c1d.jpg,cooccurrence,safe,0.2696,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM-1-_jpeg.rf.55e8e5c20a51bbeb16c3a8bbbafb6c09.jpg,cooccurrence,safe,0.3698,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM-1-_jpeg.rf.b6803e5d02c9b6f44c49c12e30e9e16f.jpg,cooccurrence,safe,0.3698,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM-1-_jpeg.rf.d15a77caa829b1dd4a68c11711415820.jpg,cooccurrence,safe,0.3698,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM-2-_jpeg.rf.aec9761b623fa89227c3642a4c634a7b.jpg,cooccurrence,safe,0.2787,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM-2-_jpeg.rf.ba4d1efdc226383f5988b7c327c4ea24.jpg,cooccurrence,safe,0.2787,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM-2-_jpeg.rf.f5e8005ae3fd532bd6ef76fa4f103dbf.jpg,cooccurrence,safe,0.2787,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM_jpeg.rf.1eefcc90e19e209cdcfae1f33f8ff5a0.jpg,cooccurrence,safe,0.3817,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM_jpeg.rf.d6438a08e8775521c46fd9f07faf760c.jpg,cooccurrence,safe,0.3817,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_18-PM_jpeg.rf.d9bf632107e683d110fc86ddbeb2ee04.jpg,cooccurrence,safe,0.3817,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_21-PM-1-_jpeg.rf.0b2d2c647e49cc971035f5371be3ecb5.jpg,cooccurrence,safe,0.3826,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_21-PM-1-_jpeg.rf.2abacfb9468a377d2045983d3b47148e.jpg,cooccurrence,safe,0.3826,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_21-PM-1-_jpeg.rf.89d51fc025f3a6203d261b239eab8f34.jpg,cooccurrence,safe,0.3826,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_21-PM_jpeg.rf.5c3fb1393127f9859d2da11cb7e8583c.jpg,cooccurrence,unsafe,0.0850,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_21-PM_jpeg.rf.9a6d8600eaeda4a9efc21eeadeebf853.jpg,cooccurrence,unsafe,0.0850,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_21-PM_jpeg.rf.bdafa01a81b1f9acb715c545eab03ca0.jpg,cooccurrence,unsafe,0.0850,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM-1-_jpeg.rf.081eb17a6b6caf324b8a7fe288ebffbc.jpg,cooccurrence,safe,0.2576,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM-1-_jpeg.rf.797f709a64e8b058f6843153cb1fc2ce.jpg,cooccurrence,safe,0.2576,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM-1-_jpeg.rf.e03e8bd8101d2a875bfbe66a7e4fd798.jpg,cooccurrence,safe,0.2576,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM-2-_jpeg.rf.2bee1900a6724cb75d385e07a8b2994c.jpg,cooccurrence,safe,0.3008,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM-2-_jpeg.rf.8997aa5d1cee26fb5fe86d897f554ce8.jpg,cooccurrence,safe,0.3008,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM-2-_jpeg.rf.a83844bea5eb1491fc141973394ddd04.jpg,cooccurrence,safe,0.3008,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM_jpeg.rf.9c23483aedb524e0ed89d44bee8bb753.jpg,cooccurrence,safe,0.2607,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM_jpeg.rf.dc8d978b127aa8b8fcae6a457685e2b5.jpg,cooccurrence,safe,0.2607,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_22-PM_jpeg.rf.de0a868a0a96a3e1b438ee7d9a2eefc7.jpg,cooccurrence,safe,0.2607,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM-1-_jpeg.rf.2ae641074b255b926e1877999254a2ea.jpg,cooccurrence,safe,0.2381,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM-1-_jpeg.rf.39884a605ea777ab3740b517e9a216ed.jpg,cooccurrence,safe,0.2381,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM-1-_jpeg.rf.891685500e1bf2e354bf2190f34dc772.jpg,cooccurrence,safe,0.2381,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM-2-_jpeg.rf.4d867e573f8391a10c3580c225e566d5.jpg,cooccurrence,safe,0.3534,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM-2-_jpeg.rf.b3611f320523e0a4aca9a843c13e1eb2.jpg,cooccurrence,safe,0.3534,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM-2-_jpeg.rf.e4ba937421cdeb078b61ff9a62a9ae94.jpg,cooccurrence,safe,0.3534,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM_jpeg.rf.296fa8c4cfd3ac9bab3bd4c13b250e29.jpg,cooccurrence,safe,0.2854,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM_jpeg.rf.8442cc60584c7ec6cc7c2f454ec7ce15.jpg,cooccurrence,safe,0.2854,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_23-PM_jpeg.rf.92f5ec01f7ae6bafde9bd25b021bc040.jpg,cooccurrence,safe,0.2854,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM-1-_jpeg.rf.8a272121947a3ebb51c13238a3e10b9c.jpg,cooccurrence,safe,0.3177,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM-1-_jpeg.rf.b4ff914760dcc8be2cb3ce4376e41e62.jpg,cooccurrence,safe,0.3177,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM-1-_jpeg.rf.f501782d4a797f04d97ab62c00baafbf.jpg,cooccurrence,safe,0.3177,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM-2-_jpeg.rf.7e73dab8682cefb7400dd6008498f7a9.jpg,cooccurrence,safe,0.2471,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM-2-_jpeg.rf.9892b8b1276170c149df3e7b74267a49.jpg,cooccurrence,safe,0.2471,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM-2-_jpeg.rf.fadd96fef22398bd242108043caf91f8.jpg,cooccurrence,safe,0.2471,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM_jpeg.rf.3ef9cba81362b769e84589a65a8430ba.jpg,cooccurrence,safe,0.2530,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM_jpeg.rf.6ff5734f58428bec2ea1bf6cf8422000.jpg,cooccurrence,safe,0.2530,unsafe,false
WhatsApp-Image-2025-03-04-at-6_43_24-PM_jpeg.rf.f51b5a5b1ac6bf9b5794e547946cb8eb.jpg,cooccurrence,safe,0.2530,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-1-_jpeg.rf.4e38ae2643aaeaede20d33e91398415c.jpg,cooccurrence,safe,0.2754,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-1-_jpeg.rf.569a57c949fdf84c0b5e5e880ee9e97c.jpg,cooccurrence,safe,0.2754,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-1-_jpeg.rf.87344c20db40217b88428c3e1c6dc023.jpg,cooccurrence,safe,0.2754,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-10-_jpeg.rf.2d1699fb164e169dd87076dd114d8a46.jpg,cooccurrence,safe,0.3284,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-10-_jpeg.rf.46c83611885ea51c2db2145cfec6ecc0.jpg,cooccurrence,safe,0.3284,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-10-_jpeg.rf.626125c5529cf4064e1445d8957ae48c.jpg,cooccurrence,safe,0.3284,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-11-_jpeg.rf.666f7f2980b8d7f6881f77f8a1bb32f8.jpg,cooccurrence,safe,0.3892,unsafe,true
WhatsApp-Image-2025-03-04-at-8_32_12-PM-11-_jpeg.rf.afa899dd233b75e2978ee7eee7d066b4.jpg,cooccurrence,safe,0.3892,unsafe,true
WhatsApp-Image-2025-03-04-at-8_32_12-PM-11-_jpeg.rf.e9dd691ea4ac27e757501ddd02229f60.jpg,cooccurrence,safe,0.3892,unsafe,true
WhatsApp-Image-2025-03-04-at-8_32_12-PM-12-_jpeg.rf.449377a452ea421d320f4518ac6c2070.jpg,cooccurrence,safe,0.2853,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-12-_jpeg.rf.69c5351c868c2561f9f8eff27e5a9f00.jpg,cooccurrence,safe,0.2853,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-12-_jpeg.rf.8c1e5beeef31d7983a179498763a7222.jpg,cooccurrence,safe,0.2853,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-13-_jpeg.rf.4377d5a095615b2c6347589495832a19.jpg,cooccurrence,safe,0.2532,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-13-_jpeg.rf.4ac73883c43364dea6bc2de2189a4acb.jpg,cooccurrence,safe,0.2532,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-13-_jpeg.rf.6a3c4fd4c4185a6accdb89c485684eac.jpg,cooccurrence,safe,0.2532,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-14-_jpeg.rf.9187ca9d6ab3a0aab8327ed2fef3548f.jpg,cooccurrence,safe,0.3645,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-14-_jpeg.rf.aa0187fef5e56384e445ce6f2a7ef6c0.jpg,cooccurrence,safe,0.3645,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-14-_jpeg.rf.d2940378ec2c9f3657d8cc24d860954f.jpg,cooccurrence,safe,0.3645,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-15-_jpeg.rf.4436872ef71240a7989a8957fcc375e4.jpg,cooccurrence,safe,0.2670,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-15-_jpeg.rf.9aaa74c46de7fcfe47fa317b8092d881.jpg,cooccurrence,safe,0.2670,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-15-_jpeg.rf.f588d97e9140de3c864d421172020a62.jpg,cooccurrence,safe,0.2670,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-2-_jpeg.rf.37844e200c1da30a9984734d6187dd0f.jpg,cooccurrence,safe,0.2979,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-2-_jpeg.rf.9a0f794094018387f01e70e530ede6f4.jpg,cooccurrence,safe,0.2979,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-2-_jpeg.rf.f07567b18ab480269f9a1f836f048615.jpg,cooccurrence,safe,0.2979,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-3-_jpeg.rf.80e1046d4e98b86562e931a8d52f66a7.jpg,cooccurrence,safe,0.2430,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-3-_jpeg.rf.a41ae0db9cb9aaf19b50349f749519fa.jpg,cooccurrence,safe,0.2430,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-3-_jpeg.rf.ef9099f2d1457df98657b622296324a9.jpg,cooccurrence,safe,0.2430,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-4-_jpeg.rf.228caabe249f74a406da51535fb1d2dc.jpg,cooccurrence,safe,0.2948,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-4-_jpeg.rf.299a21ca88a16f04108fff3702f4ee4f.jpg,cooccurrence,safe,0.2948,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-4-_jpeg.rf.f80650ccbfd50fcac392f59350056222.jpg,cooccurrence,safe,0.2948,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-5-_jpeg.rf.251dea7547177b7e587b8acba5384266.jpg,cooccurrence,safe,0.3067,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-5-_jpeg.rf.6f3ba025da095e5163a21690650a49a2.jpg,cooccurrence,safe,0.3067,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-5-_jpeg.rf.7708cc9c92396560fbcbf04af096d411.jpg,cooccurrence,safe,0.3067,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-6-_jpeg.rf.2031f029f2a2a954b7c16eeb5f83b599.jpg,cooccurrence,safe,0.3720,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-6-_jpeg.rf.65c5854e37ffbc5e04e9713758bd577f.jpg,cooccurrence,safe,0.3720,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-6-_jpeg.rf.82fbc8589a516ab64e4165e41ccb4bb5.jpg,cooccurrence,safe,0.3720,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-7-_jpeg.rf.61d720c5fff7b630489e3740a1511b42.jpg,cooccurrence,safe,0.2426,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-7-_jpeg.rf.7a0d758a5a19839a896b74f5b1a40d15.jpg,cooccurrence,safe,0.2426,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-7-_jpeg.rf.d90bf91666b38e670598c54feccbb7fc.jpg,cooccurrence,safe,0.2426,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-8-_jpeg.rf.0647474e40d368365effd774efc8571d.jpg,cooccurrence,safe,0.3359,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-8-_jpeg.rf.505c62d10e40ff3098c13c4cc65952b8.jpg,cooccurrence,safe,0.3359,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-8-_jpeg.rf.aa0926df79b41bc51d957f8d1fbd1ef3.jpg,cooccurrence,safe,0.3359,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-9-_jpeg.rf.326c2afab556b7fa005d6da3be291cd4.jpg,cooccurrence,safe,0.2611,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-9-_jpeg.rf.6f8d8d1f365b2454a5b274d6858a35cd.jpg,cooccurrence,safe,0.2611,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM-9-_jpeg.rf.c90fc9ea5e6b1bad2c8649c458aa4e4d.jpg,cooccurrence,safe,0.2611,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM_jpeg.rf.80f012b913418443554f99a5581910fb.jpg,cooccurrence,safe,0.3033,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM_jpeg.rf.b519c7d5374f7cce8081f0ee293be655.jpg,cooccurrence,safe,0.3033,unsafe,false
WhatsApp-Image-2025-03-04-at-8_32_12-PM_jpeg.rf.f6925bbf4302607a87ccf8f62fa5059c.jpg,cooccurrence,safe,0.3033,unsafe,false
a-set-of-knives-and-scissors-with-black-handle-vector-20246716_jpg.rf.b33787152366147748c711fe7b9f3137.jpg,cooccurrence,N/A (missing child or hazard box),,,false
a-set-of-knives-and-scissors-with-black-handle-vector-20246716_jpg.rf.caa502b8c1a063622fc8578b0f655ac8.jpg,cooccurrence,N/A (missing child or hazard box),,,false
a-set-of-knives-and-scissors-with-black-handle-vector-20246716_jpg.rf.d62933f96b7fd7c3ee416a37b5f47b9a.jpg,cooccurrence,N/A (missing child or hazard box),,,false
asian-little-girl-playing-dollar-coins-glass-bottle-asian-little-girl-playing-dollar-coins-glass-bottle-197548963_jpg.rf.43a54130565fa16f5dc761aeefce840c.jpg,cooccurrence,safe,0.2586,unsafe,false
asian-little-girl-playing-dollar-coins-glass-bottle-asian-little-girl-playing-dollar-coins-glass-bottle-197548963_jpg.rf.84848fc29e9b172f13d1561b33c674d8.jpg,cooccurrence,safe,0.2586,unsafe,false
asian-little-girl-playing-dollar-coins-glass-bottle-asian-little-girl-playing-dollar-coins-glass-bottle-197548963_jpg.rf.f620984a4665b60d211993822e9a3496.jpg,cooccurrence,safe,0.2586,unsafe,false
baby-coins-6108197_jpg.rf.01f01d67f5455e7bb8a591a550747d8c.jpg,cooccurrence,safe,0.3657,unsafe,false
baby-coins-6108197_jpg.rf.07008b7bd3b7f0111a65e37d3cd0b937.jpg,cooccurrence,safe,0.3657,unsafe,false
baby-coins-6108197_jpg.rf.34bc715cfefb413c311292422f423a3a.jpg,cooccurrence,safe,0.3657,unsafe,false
baby-fork-knife-eating-looking-plate-one-p-concept-funny-pea-30782092_jpg.rf.0c8bfb149646281e323b906ba50c5989.jpg,cooccurrence,safe,0.1740,unsafe,false
baby-fork-knife-eating-looking-plate-one-p-concept-funny-pea-30782092_jpg.rf.6039fd56aa0bc1d60cff934b2f32b0ab.jpg,cooccurrence,safe,0.1740,unsafe,false
baby-fork-knife-eating-looking-plate-one-p-concept-funny-pea-30782092_jpg.rf.995dc0f037050adcdd8575ca220860dd.jpg,cooccurrence,safe,0.1740,unsafe,false
baby-playing-dangerous-knife-girl-left-unattended-holds-his-mouth-35132877_jpg.rf.2da61370b3b98fa426d3b0d99bd52d0f.jpg,cooccurrence,safe,0.2062,unsafe,false
baby-playing-dangerous-knife-girl-left-unattended-holds-his-mouth-35132877_jpg.rf.5e2dc3f800737ea4785caf50e50ad2ae.jpg,cooccurrence,safe,0.2062,unsafe,false
baby-playing-dangerous-knife-girl-left-unattended-holds-his-mouth-35132877_jpg.rf.8d281995d103da365e050c2d33d14ba5.jpg,cooccurrence,safe,0.2062,unsafe,false
baby-reaching-for-a-pair-of-scissors-622274444_jpg.rf.57b4d6fe4725e75cc8f000eebc387234.jpg,cooccurrence,N/A (missing child or hazard box),,,false
baby-reaching-for-a-pair-of-scissors-622274444_jpg.rf.7fd2bfd05ddf75c7006f528f8a735376.jpg,cooccurrence,N/A (missing child or hazard box),,,false
baby-reaching-for-a-pair-of-scissors-622274444_jpg.rf.9714f8ed9df8c68cde38e0ecc1e0b3c2.jpg,cooccurrence,N/A (missing child or hazard box),,,false
baby-with-a-knife-dangerous-situation-with-the-child-2G18BE1_jpg.rf.879bf2c8abc6d80103ebe893f3599430.jpg,cooccurrence,safe,0.2523,unsafe,false
baby-with-a-knife-dangerous-situation-with-the-child-2G18BE1_jpg.rf.c19557b982aa6e48a20a3cbbba96e8fc.jpg,cooccurrence,safe,0.2523,unsafe,false
baby-with-a-knife-dangerous-situation-with-the-child-2G18BE1_jpg.rf.ce8c3be1803b04c797fd3284c790e445.jpg,cooccurrence,safe,0.2523,unsafe,false
